1.0000000,0.0000000,5.8000000,1.8200000,0.3400000,-0.1700000,4.0000000,0.1636396,0.0080700,0.6856564,1.0986689,0.3757000,-0.9384000,2.4650000,0.0340000
1.0000000,1.0000000,5.8000000,1.8200000,0.3400000,-0.1700000,12.0000000,0.1578738,0.0079543,0.6856564,1.0986689,0.3757000,-0.9384000,2.4650000,0.0340000
1.0000000,2.0000000,5.8000000,1.8200000,0.3400000,-0.1700000,20.0000000,0.1548583,0.0077325,0.6856564,1.0986689,0.3757000,-0.9384000,2.4650000,0.0340000
1.0000000,3.0000000,5.8000000,1.8200000,0.3400000,-0.1700000,28.0000000,0.1491731,0.0074221,0.6856564,1.0986689,0.3757000,-0.9384000,2.4650000,0.0340000
1.0000000,4.0000000,5.8000000,1.8200000,0.3400000,-0.1700000,36.0000000,0.1353368,0.0070452,0.6856564,1.0986689,0.3757000,-0.9384000,2.4650000,0.0340000
1.0000000,5.0000000,5.8000000,1.8200000,0.3400000,-0.1700000,44.0000000,0.1340388,0.0066258,0.6856564,1.0986689,0.3757000,-0.9384000,2.4650000,0.0340000
1.0000000,6.0000000,5.8000000,1.8200000,0.3400000,-0.1700000,52.0000000,0.1366798,0.0061866,0.6856564,1.0986689,0.3757000,-0.9384000,2.4650000,0.0340000
1.0000000,7.0000000,5.8000000,1.8200000,0.3400000,-0.1700000,60.0000000,0.1223922,0.0057469,0.6856564,1.0986689,0.3757000,-0.9384000,2.4650000,0.0340000
1.0000000,8.0000000,5.8000000,1.8200000,0.3400000,-0.1700000,68.0000000,0.1061840,0.0053220,0.6856564,1.0986689,0.3757000,-0.9384000,2.4650000,0.0340000
1.0000000,9.0000000,5.8000000,1.8200000,0.3400000,-0.1700000,76.0000000,0.0912636,0.0049226,0.6856564,1.0986689,0.3757000,-0.9384000,2.4650000,0.0340000
1.0000000,10.0000000,5.8000000,1.8200000,0.3400000,-0.1700000,84.0000000,0.0954659,0.0045557,0.6856564,1.0986689,0.3757000,-0.9384000,2.4650000,0.0340000
1.0000000,11.0000000,5.8000000,1.8200000,0.3400000,-0.1700000,92.0000000,0.0791988,0.0042248,0.6856564,1.0986689,0.3757000,-0.9384000,2.4650000,0.0340000
1.0000000,12.0000000,5.8000000,1.8200000,0.3400000,-0.1700000,100.0000000,0.0801882,0.0039312,0.6856564,1.0986689,0.3757000,-0.9384000,2.4650000,0.0340000
1.0000000,13.0000000,5.8000000,1.8200000,0.3400000,-0.1700000,108.0000000,0.0736240,0.0036745,0.6856564,1.0986689,0.3757000,-0.9384000,2.4650000,0.0340000
1.0000000,14.0000000,5.8000000,1.8200000,0.3400000,-0.1700000,116.0000000,0.0657682,0.0034531,0.6856564,1.0986689,0.3757000,-0.9384000,2.4650000,0.0340000
