,#Set,index,k,QQ,x_b,t,phi_x,F,sigmaF,F1,F2,ReH_true,ReE_true,ReHTilde_true,c0_true,Formalism
0,1.0,0.0,4.0,1.82,0.34,-0.17,4.0,0.4466640426940759,0.02324548363622843,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,BKM10
1,1.0,1.0,4.0,1.82,0.34,-0.17,12.0,0.4274574685148644,0.022779409871195828,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,BKM10
2,1.0,2.0,4.0,1.82,0.34,-0.17,20.0,0.4619410480565544,0.021898961662456695,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,BKM10
3,1.0,3.0,4.0,1.82,0.34,-0.17,28.0,0.41337399099667305,0.020694449349809987,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,BKM10
4,1.0,4.0,4.0,1.82,0.34,-0.17,36.0,0.35850552594471374,0.01927437826048586,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,BKM10
5,1.0,5.0,4.0,1.82,0.34,-0.17,44.0,0.3576361098068685,0.017745454965270743,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,BKM10
6,1.0,6.0,4.0,1.82,0.34,-0.17,52.0,0.3239644270419483,0.016198541665371786,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,BKM10
7,1.0,7.0,4.0,1.82,0.34,-0.17,60.0,0.266883575884945,0.014702157836807922,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,BKM10
8,1.0,8.0,4.0,1.82,0.34,-0.17,68.0,0.24235473999457416,0.013302131073752525,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,BKM10
9,1.0,9.0,4.0,1.82,0.34,-0.17,76.0,0.227433078557801,0.012024874346320344,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,BKM10
10,1.0,10.0,4.0,1.82,0.34,-0.17,84.0,0.22385064814601843,0.010882034435016924,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,BKM10
11,1.0,11.0,4.0,1.82,0.34,-0.17,92.0,0.20816769280947453,0.009875061163965831,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,BKM10
12,1.0,12.0,4.0,1.82,0.34,-0.17,100.0,0.1904975795713923,0.008999009284941295,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,BKM10
13,1.0,13.0,4.0,1.82,0.34,-0.17,108.0,0.15855873251733932,0.00824539289458063,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,BKM10
14,1.0,14.0,4.0,1.82,0.34,-0.17,116.0,0.15434723365064262,0.007604174246538637,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,BKM10
15,1.0,15.0,4.0,1.82,0.34,-0.17,124.0,0.14642508439284987,0.007065065464952886,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,BKM10
16,1.0,16.0,4.0,1.82,0.34,-0.17,132.0,0.13773533588736794,0.006618330082755814,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,BKM10
17,1.0,17.0,4.0,1.82,0.34,-0.17,140.0,0.11669170373579699,0.006255242864607233,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,BKM10
18,1.0,18.0,4.0,1.82,0.34,-0.17,148.0,0.13011510990960426,0.005968328754617359,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,BKM10
19,1.0,19.0,4.0,1.82,0.34,-0.17,156.0,0.11467549395490773,0.005751467312424559,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,BKM10
20,1.0,20.0,4.0,1.82,0.34,-0.17,164.0,0.1108194402986138,0.005599921627619221,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,BKM10
21,1.0,21.0,4.0,1.82,0.34,-0.17,172.0,0.12205267572881659,0.0055103305594852645,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,BKM10
22,1.0,22.0,4.0,1.82,0.34,-0.17,180.0,0.1104394623706375,0.005480688945028729,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,BKM10
23,1.0,23.0,4.0,1.82,0.34,-0.17,188.0,0.09766788297954404,0.0055103305594852645,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,BKM10
24,1.0,24.0,4.0,1.82,0.34,-0.17,196.0,0.12163595862135687,0.005599921627619221,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,BKM10
25,1.0,25.0,4.0,1.82,0.34,-0.17,204.0,0.11122555611028039,0.005751467312424559,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,BKM10
26,1.0,26.0,4.0,1.82,0.34,-0.17,212.0,0.12142874766058509,0.005968328754617359,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,BKM10
27,1.0,27.0,4.0,1.82,0.34,-0.17,220.0,0.12083766969934051,0.006255242864607233,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,BKM10
28,1.0,28.0,4.0,1.82,0.34,-0.17,228.0,0.1358463233337121,0.006618330082755814,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,BKM10
29,1.0,29.0,4.0,1.82,0.34,-0.17,236.0,0.14657365815945878,0.007065065464952886,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,BKM10
30,1.0,30.0,4.0,1.82,0.34,-0.17,244.0,0.15486171895010636,0.007604174246538621,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,BKM10
31,1.0,31.0,4.0,1.82,0.34,-0.17,252.0,0.15408570146596937,0.00824539289458063,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,BKM10
32,1.0,32.0,4.0,1.82,0.34,-0.17,260.0,0.1924857883832366,0.008999009284941295,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,BKM10
33,1.0,33.0,4.0,1.82,0.34,-0.17,268.0,0.19774125008316668,0.009875061163965831,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,BKM10
34,1.0,34.0,4.0,1.82,0.34,-0.17,276.0,0.19685952230679285,0.010882034435016924,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,BKM10
35,1.0,35.0,4.0,1.82,0.34,-0.17,284.0,0.24531718920254023,0.012024874346320344,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,BKM10
36,1.0,36.0,4.0,1.82,0.34,-0.17,292.0,0.2767508291803444,0.013302131073752521,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,BKM10
37,1.0,37.0,4.0,1.82,0.34,-0.17,300.0,0.2561043568189942,0.014702157836807922,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,BKM10
38,1.0,38.0,4.0,1.82,0.34,-0.17,308.0,0.3177922910436786,0.016198541665371786,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,BKM10
39,1.0,39.0,4.0,1.82,0.34,-0.17,316.0,0.3392620472700777,0.017745454965270743,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,BKM10
40,1.0,40.0,4.0,1.82,0.34,-0.17,324.0,0.3724806710763105,0.01927437826048591,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,BKM10
41,1.0,41.0,4.0,1.82,0.34,-0.17,332.0,0.4275218667642808,0.020694449349809987,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,BKM10
42,1.0,42.0,4.0,1.82,0.34,-0.17,340.0,0.41845692409470225,0.021898961662456695,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,BKM10
43,1.0,43.0,4.0,1.82,0.34,-0.17,348.0,0.49696921411162026,0.022779409871195828,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,BKM10
44,1.0,44.0,4.0,1.82,0.34,-0.17,356.0,0.4716496063602905,0.02324548363622843,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,BKM10
45,2.0,0.0,4.0,1.93,0.36,-0.23,4.0,0.4425816261211476,0.020829890759890977,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,BKM10
46,2.0,1.0,4.0,1.93,0.36,-0.23,12.0,0.44479659704714647,0.02012934344227609,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,BKM10
47,2.0,2.0,4.0,1.93,0.36,-0.23,20.0,0.40546356643790477,0.018857288592557878,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,BKM10
48,2.0,3.0,4.0,1.93,0.36,-0.23,28.0,0.3740146503961235,0.017218550749838947,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,BKM10
49,2.0,4.0,4.0,1.93,0.36,-0.23,36.0,0.2868187603984567,0.015424065764710063,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,BKM10
50,2.0,5.0,4.0,1.93,0.36,-0.23,44.0,0.2636999694833659,0.013642039561750353,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,BKM10
51,2.0,6.0,4.0,1.93,0.36,-0.23,52.0,0.2423886349436805,0.011981418720871178,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,BKM10
52,2.0,7.0,4.0,1.93,0.36,-0.23,60.0,0.19617252568396637,0.01049819819490011,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,BKM10
53,2.0,8.0,4.0,1.93,0.36,-0.23,68.0,0.18251728859367194,0.00921059682114332,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,BKM10
54,2.0,9.0,4.0,1.93,0.36,-0.23,76.0,0.1653052222162629,0.00811397030188539,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,BKM10
