,index,QQ,xB,t,k,phi,F,F Error,ALU,ALU error,AUL,AUL error,ALL,ALL error,ReH,ImH,ReE,ImE,ReHt,ImHt,ReEt,ImEt
0,1.0,1.49,0.33,-0.5776059034579443,5.75,0.0,-0.03688249942669004,-0.0019181415550664127,-0.0,-0.0,0.0,-0.0,0.39332189195092276,0.020509457352071516,-2.309508698821307,1.7318984566609092,1.4153682642879,0.0,0.4327061032139355,1.0780136694497853,45.19827692546491,0.0
1,1.0,1.49,0.33,-0.5776059034579443,5.75,14.999999999999998,-0.028620330189037577,-0.001594015147462816,-0.6235578861981625,-0.0341552115140826,-0.46256224129762324,-0.026540972280940933,-0.7539608201254021,-0.04150828657893518,-2.309508698821307,1.7318984566609092,1.4153682642879,0.0,0.4327061032139355,1.0780136694497853,45.19827692546491,0.0
2,1.0,1.49,0.33,-0.5776059034579443,5.75,29.999999999999996,-0.023528535171573915,-0.0011456364750586313,-1.1142204798139186,-0.05377264633618927,-0.9422125526133622,-0.04558186391477356,-1.2136241431367112,-0.06159583544945905,-2.309508698821307,1.7318984566609092,1.4153682642879,0.0,0.4327061032139355,1.0780136694497853,45.19827692546491,0.0
3,1.0,1.49,0.33,-0.5776059034579443,5.75,45.0,-0.013262764002751812,-0.0006895920814942717,-1.6081114741446274,-0.07966504567320903,-1.57705035261662,-0.08001660998579779,-1.2363292628833107,-0.0601131626633848,-2.309508698821307,1.7318984566609092,1.4153682642879,0.0,0.4327061032139355,1.0780136694497853,45.19827692546491,0.0
4,1.0,1.49,0.33,-0.5776059034579443,5.75,59.99999999999999,-0.001194962882208933,-6.525636985062911e-05,-15.167425464159551,-0.713592571598586,-17.02946162804852,-0.8876121637164514,-1.2015836302260836,-0.06362052516146205,-2.309508698821307,1.7318984566609092,1.4153682642879,0.0,0.4327061032139355,1.0780136694497853,45.19827692546491,0.0
5,1.0,1.49,0.33,-0.5776059034579443,5.75,75.00000000000001,0.015365903926280709,0.0008217689627145784,0.9175768924038225,0.04705485084447816,1.4842328363664892,0.07265772059039748,-0.9119095532871343,-0.04330885417022159,-2.309508698821307,1.7318984566609092,1.4153682642879,0.0,0.4327061032139355,1.0780136694497853,45.19827692546491,0.0
6,1.0,1.49,0.33,-0.5776059034579443,5.75,90.0,0.03920015983928707,0.0019910596381639083,0.30594235935027014,0.01585862003338528,0.5818294042938721,0.029785175139907128,-0.7497126513464414,-0.03790521944842659,-2.309508698821307,1.7318984566609092,1.4153682642879,0.0,0.4327061032139355,1.0780136694497853,45.19827692546491,0.0
7,1.0,1.49,0.33,-0.5776059034579443,5.75,104.99999999999999,0.06864224096533338,0.0033909886331103724,0.15091064580819308,0.007442151171511222,0.3523454328582767,0.016511155988039095,-0.6500537472492581,-0.03357313308298825,-2.309508698821307,1.7318984566609092,1.4153682642879,0.0,0.4327061032139355,1.0780136694497853,45.19827692546491,0.0
8,1.0,1.49,0.33,-0.5776059034579443,5.75,119.99999999999999,0.09283389542963336,0.004904156673681187,0.08309719548490656,0.003978533603409964,0.19287493041731768,0.01010216947473892,-0.6433923731856367,-0.030431505693193667,-2.309508698821307,1.7318984566609092,1.4153682642879,0.0,0.4327061032139355,1.0780136694497853,45.19827692546491,0.0
9,1.0,1.49,0.33,-0.5776059034579443,5.75,135.0,0.12317398125357241,0.006364294839768245,0.04559826577720916,0.002239553466795798,0.13596451658300518,0.006306852481811471,-0.5513045315265227,-0.028332939581744977,-2.309508698821307,1.7318984566609092,1.4153682642879,0.0,0.4327061032139355,1.0780136694497853,45.19827692546491,0.0
10,1.0,1.49,0.33,-0.5776059034579443,5.75,150.00000000000003,0.14943295007577215,0.007585392921127677,0.024745708946969633,0.0012295627816446926,0.07813472907970445,0.0037248242940957944,-0.5476812159415442,-0.0271508400708479,-2.309508698821307,1.7318984566609092,1.4153682642879,0.0,0.4327061032139355,1.0780136694497853,45.19827692546491,0.0
11,1.0,1.49,0.33,-0.5776059034579443,5.75,164.99999999999997,0.16270108339868491,0.008397753541194514,0.01085725951383047,0.0005491837431170419,0.03566183929532304,0.001737465361404042,-0.5103070457667618,-0.02682831482759393,-2.309508698821307,1.7318984566609092,1.4153682642879,0.0,0.4327061032139355,1.0780136694497853,45.19827692546491,0.0
12,1.0,1.49,0.33,-0.5776059034579443,5.75,180.0,0.17557324099504446,0.008682733344773097,5.060550609628905e-18,2.4755245585391857e-19,1.5107066216401177e-17,7.945402307298769e-19,-0.5720049623017657,-0.027399681817240687,-2.309508698821307,1.7318984566609092,1.4153682642879,0.0,0.4327061032139355,1.0780136694497853,45.19827692546491,0.0
13,1.0,1.49,0.33,-0.5776059034579443,5.75,195.00000000000003,0.15932359371209023,0.008397753739694374,-0.011269249736577237,-0.000549183730135844,-0.03339989489246064,-0.0017374653203351261,-0.582100393890079,-0.029024988506793616,-2.309508698821307,1.7318984566609092,1.4153682642879,0.0,0.4327061032139355,1.0780136694497853,45.19827692546491,0.0
14,1.0,1.49,0.33,-0.5776059034579443,5.75,209.99999999999997,0.15840426726882798,0.007585393318127406,-0.02354559816734733,-0.0012295627172925782,-0.07358751457757312,-0.0037248240991481912,-0.6581890565401811,-0.03206895535877722,-2.309508698821307,1.7318984566609092,1.4153682642879,0.0,0.4327061032139355,1.0780136694497853,45.19827692546491,0.0
15,1.0,1.49,0.33,-0.5776059034579443,5.75,224.99999999999997,0.13280732599063055,0.0063642954352678555,-0.04733208014365657,-0.0022395532572434206,-0.12221586083509495,-0.0063068518916867215,-0.7662347397389592,-0.037290910214148605,-2.309508698821307,1.7318984566609092,1.4153682642879,0.0,0.4327061032139355,1.0780136694497853,45.19827692546491,0.0
16,1.0,1.49,0.33,-0.5776059034579443,5.75,239.99999999999997,0.10343235072999808,0.004904157467680685,-0.08432813103126105,-0.003978532959272066,-0.2091219050972168,-0.010102167839163888,-0.9190747271868108,-0.04634521802593423,-2.309508698821307,1.7318984566609092,1.4153682642879,0.0,0.4327061032139355,1.0780136694497853,45.19827692546491,0.0
17,1.0,1.49,0.33,-0.5776059034579443,5.75,255.0,0.07631343590095775,0.0033909896256097897,-0.1519117610184718,-0.007442148993288486,-0.2948712012553153,-0.01651115115543431,-1.3812644422789297,-0.06334097035903401,-2.309508698821307,1.7318984566609092,1.4153682642879,0.0,0.4327061032139355,1.0780136694497853,45.19827692546491,0.0
18,1.0,1.49,0.33,-0.5776059034579443,5.75,270.0,0.042462826608611205,0.0019910608291632743,-0.32456181747263146,-0.01585861054718269,-0.6084073057544672,-0.029785157323211534,-2.189016338527206,-0.10133810996902659,-2.309508698821307,1.7318984566609092,1.4153682642879,0.0,0.4327061032139355,1.0780136694497853,45.19827692546491,0.0
19,1.0,1.49,0.33,-0.5776059034579443,5.75,285.0,0.01768759095842505,0.0008217703522139328,-0.9764417378215408,-0.04705477128127086,-1.4037158052023029,-0.07265759773629892,-4.79637100117569,-0.2315235490376567,-2.309508698821307,1.7318984566609092,1.4153682642879,0.0,0.4327061032139355,1.0780136694497853,45.19827692546491,0.0
20,1.0,1.49,0.33,-0.5776059034579443,5.75,300.00000000000006,-0.0013021765786742443,-6.525478185125146e-05,14.674033512165279,0.713609937139125,17.32532331034331,0.8876337640884637,58.37501101387366,2.7907556260941693,-2.309508698821307,1.7318984566609092,1.4153682642879,0.0,0.4327061032139355,1.0780136694497853,45.19827692546491,0.0
21,1.0,1.49,0.33,-0.5776059034579443,5.75,315.0,-0.012913797844395329,-0.0006895902949948195,1.6848965788733645,0.0796652520588869,1.5934094925269382,0.08001681728226204,5.415693817507767,0.25854109428730615,-2.309508698821307,1.7318984566609092,1.4153682642879,0.0,0.4327061032139355,1.0780136694497853,45.19827692546491,0.0
22,1.0,1.49,0.33,-0.5776059034579443,5.75,329.99999999999994,-0.020714515493782715,-0.00114563449005905,1.0714319837932056,0.053772739506115066,0.9253373508010406,0.04558194289282594,3.225074951606109,0.15349061215499848,-2.309508698821307,1.7318984566609092,1.4153682642879,0.0,0.4327061032139355,1.0780136694497853,45.19827692546491,0.0
23,1.0,1.49,0.33,-0.5776059034579443,5.75,344.99999999999994,-0.03281030964841173,-0.0015940129639630482,0.6403860599441658,0.034155258300337325,0.5456629175933291,0.026541008637111327,1.817474902776328,0.09510921481188665,-2.309508698821307,1.7318984566609092,1.4153682642879,0.0,0.4327061032139355,1.0780136694497853,45.19827692546491,0.0
24,2.0,1.49,0.33,-1.331079802486117,5.75,0.0,0.011617039542413925,0.00054935935620375,0.0,0.0,0.0,0.0,-0.9015640802984096,-0.04517020699314616,-1.4668776870331044,0.5710225601255974,0.7522549789144853,0.0,-0.06925091502388363,0.5140833196853225,18.284620174547094,0.0
25,2.0,1.49,0.33,-1.331079802486117,5.75,14.999999999999998,-0.004811028496557812,-0.00023657285916172259,-3.6837014344613523,-0.19663647116750846,-2.2105644578170107,-0.10501748406409635,-4.955685623403118,-0.24098848439322654,-1.4668776870331044,0.5710225601255974,0.7522549789144853,0.0,-0.06925091502388363,0.5140833196853225,18.284620174547094,0.0
26,2.0,1.49,0.33,-1.331079802486117,5.75,29.999999999999996,0.010764839563261575,0.0005426443604261186,1.455514608886026,0.06956834988054161,0.974282216566992,0.04792772478852636,0.23055755925590568,0.012170685038417152,-1.4668776870331044,0.5710225601255974,0.7522549789144853,0.0,-0.06925091502388363,0.5140833196853225,18.284620174547094,0.0
27,2.0,1.49,0.33,-1.331079802486117,5.75,45.0,0.09067309006875106,0.004492183508949365,0.13335703176214658,0.006292941084264814,0.1423078143044988,0.00699742786439095,-0.29521227926098365,-0.014391563047564369,-1.4668776870331044,0.5710225601255974,0.7522549789144853,0.0,-0.06925091502388363,0.5140833196853225,18.284620174547094,0.0
