#Set,index,k,QQ,x_b,t,phi_x,F,sigmaF,varF,F1,F2,gReH,gReE,gReHTilde,gc0fit,gc1fit
1,0,5.75,1.11,0.126,-0.11,7.5,0,0,0,0,0,0,0,0
1,1,5.75,1.11,0.126,-0.11,22.5,0,0,0,0,0,0,0,0
1,2,5.75,1.11,0.126,-0.11,37.5,0,0,0,0,0,0,0,0
1,3,5.75,1.11,0.126,-0.11,55.82,0,0,0,0,0,0,0,0
1,4,5.75,1.11,0.126,-0.11,68.33,7.02474,0.425947,0.0606352,0.772056,1.28727,1.24175,-2.0826,1.172,0.00332448,0
1,5,5.75,1.11,0.126,-0.11,82.35,5.20265,0.257559,0.0495055,0.772056,1.28727,1.24175,-2.0826,1.172,0.00332448,0
1,6,5.75,1.11,0.126,-0.11,97.13,3.64861,0.20691,0.0567092,0.772056,1.28727,1.24175,-2.0826,1.172,0.00332448,0
1,7,5.75,1.11,0.126,-0.11,112.2,2.31924,0.166574,0.0718226,0.772056,1.28727,1.24175,-2.0826,1.172,0.00332448,0
1,8,5.75,1.11,0.126,-0.11,127.27,2.20746,0.152844,0.0692396,0.772056,1.28727,1.24175,-2.0826,1.172,0.00332448,0
1,9,5.75,1.11,0.126,-0.11,142.33,1.87946,0.121574,0.0646858,0.772056,1.28727,1.24175,-2.0826,1.172,0.00332448,0
1,10,5.75,1.11,0.126,-0.11,157.4,1.28749,0.0863319,0.0670545,0.772056,1.28727,1.24175,-2.0826,1.172,0.00332448,0
1,11,5.75,1.11,0.126,-0.11,172.47,1.39394,0.122313,0.0877461,0.772056,1.28727,1.24175,-2.0826,1.172,0.00332448,0
1,12,5.75,1.11,0.126,-0.11,187.53,1.58459,0.111886,0.0706086,0.772056,1.28727,1.24175,-2.0826,1.172,0.00332448,0
1,13,5.75,1.11,0.126,-0.11,202.6,1.83867,0.118073,0.0642168,0.772056,1.28727,1.24175,-2.0826,1.172,0.00332448,0
1,14,5.75,1.11,0.126,-0.11,217.67,1.7188,0.112732,0.0655876,0.772056,1.28727,1.24175,-2.0826,1.172,0.00332448,0
1,15,5.75,1.11,0.126,-0.11,232.73,1.91226,0.147353,0.0770569,0.772056,1.28727,1.24175,-2.0826,1.172,0.00332448,0
1,16,5.75,1.11,0.126,-0.11,247.8,2.59006,0.14916,0.0575894,0.772056,1.28727,1.24175,-2.0826,1.172,0.00332448,0
1,17,5.75,1.11,0.126,-0.11,262.87,3.6457,0.201234,0.0551976,0.772056,1.28727,1.24175,-2.0826,1.172,0.00332448,0
1,18,5.75,1.11,0.126,-0.11,277.65,4.31235,0.233748,0.0542045,0.772056,1.28727,1.24175,-2.0826,1.172,0.00332448,0
1,19,5.75,1.11,0.126,-0.11,291.67,6.84443,0.426556,0.0623216,0.772056,1.28727,1.24175,-2.0826,1.172,0.00332448,0
1,20,5.75,1.11,0.126,-0.11,304.18,0,0,0,0,0,0,0,0
1,21,5.75,1.11,0.126,-0.11,322.5,0,0,0,0,0,0,0,0
1,22,5.75,1.11,0.126,-0.11,337.5,0,0,0,0,0,0,0,0
1,23,5.75,1.11,0.126,-0.11,352.5,0,0,0,0,0,0,0,0
2,0,5.75,1.11,0.126,-0.15,7.5,0,0,0,0,0,0,0,0
2,1,5.75,1.11,0.126,-0.15,22.5,0,0,0,0,0,0,0,0
2,2,5.75,1.11,0.126,-0.15,37.5,0,0,0,0,0,0,0,0
2,3,5.75,1.11,0.126,-0.15,56.12,0,0,0,0,0,0,0,0
2,4,5.75,1.11,0.126,-0.15,68.12,4.00183,0.318853,0.0796768,0.712357,1.15655,2.28175,-2.2626,1.392,0.00800484,0
2,5,5.75,1.11,0.126,-0.15,82.03,2.82392,0.179658,0.0636201,0.712357,1.15655,2.28175,-2.2626,1.392,0.00800484,0
2,6,5.75,1.11,0.126,-0.15,97.11,1.92197,0.117026,0.0608887,0.712357,1.15655,2.28175,-2.2626,1.392,0.00800484,0
2,7,5.75,1.11,0.126,-0.15,112.18,1.44831,0.108451,0.0748813,0.712357,1.15655,2.28175,-2.2626,1.392,0.00800484,0
2,8,5.75,1.11,0.126,-0.15,127.26,1.07194,0.0906166,0.0845353,0.712357,1.15655,2.28175,-2.2626,1.392,0.00800484,0
2,9,5.75,1.11,0.126,-0.15,142.33,0.970057,0.0665774,0.0686325,0.712357,1.15655,2.28175,-2.2626,1.392,0.00800484,0
2,10,5.75,1.11,0.126,-0.15,157.4,0.885214,0.0617016,0.0697025,0.712357,1.15655,2.28175,-2.2626,1.392,0.00800484,0
2,11,5.75,1.11,0.126,-0.15,172.47,0.727514,0.0631996,0.0868707,0.712357,1.15655,2.28175,-2.2626,1.392,0.00800484,0
2,12,5.75,1.11,0.126,-0.15,187.53,0.708275,0.057936,0.0817988,0.712357,1.15655,2.28175,-2.2626,1.392,0.00800484,0
2,13,5.75,1.11,0.126,-0.15,202.6,0.82375,0.0589447,0.0715565,0.712357,1.15655,2.28175,-2.2626,1.392,0.00800484,0
2,14,5.75,1.11,0.126,-0.15,217.67,0.830249,0.0607233,0.0731387,0.712357,1.15655,2.28175,-2.2626,1.392,0.00800484,0
2,15,5.75,1.11,0.126,-0.15,232.74,1.28115,0.11066,0.0863754,0.712357,1.15655,2.28175,-2.2626,1.392,0.00800484,0
2,16,5.75,1.11,0.126,-0.15,247.82,1.34401,0.0982565,0.073107,0.712357,1.15655,2.28175,-2.2626,1.392,0.00800484,0
2,17,5.75,1.11,0.126,-0.15,262.89,1.8472,0.117527,0.0636246,0.712357,1.15655,2.28175,-2.2626,1.392,0.00800484,0
2,18,5.75,1.11,0.126,-0.15,277.97,2.9633,0.179294,0.060505,0.712357,1.15655,2.28175,-2.2626,1.392,0.00800484,0
2,19,5.75,1.11,0.126,-0.15,291.88,4.60322,0.356856,0.0775233,0.712357,1.15655,2.28175,-2.2626,1.392,0.00800484,0
2,20,5.75,1.11,0.126,-0.15,303.88,0,0,0,0,0,0,0,0
2,21,5.75,1.11,0.126,-0.15,322.5,0,0,0,0,0,0,0,0
2,22,5.75,1.11,0.126,-0.15,337.5,0,0,0,0,0,0,0,0
2,23,5.75,1.11,0.126,-0.15,352.5,0,0,0,0,0,0,0,0
3,0,5.75,1.11,0.126,-0.2,7.5,0,0,0,0,0,0,0,0
3,1,5.75,1.11,0.126,-0.2,22.5,0,0,0,0,0,0,0,0
3,2,5.75,1.11,0.126,-0.2,37.5,0,0,0,0,0,0,0,0
3,3,5.75,1.11,0.126,-0.2,56.19,0,0,0,0,0,0,0,0
3,4,5.75,1.11,0.126,-0.2,67.53,2.61736,0.272407,0.104077,0.648916,1.01978,4.03175,-2.4876,1.667,0.021028,0
3,5,5.75,1.11,0.126,-0.2,82,1.57408,0.122401,0.0777608,0.648916,1.01978,4.03175,-2.4876,1.667,0.021028,0
3,6,5.75,1.11,0.126,-0.2,97.09,0.858297,0.0664558,0.0774275,0.648916,1.01978,4.03175,-2.4876,1.667,0.021028,0
3,7,5.75,1.11,0.126,-0.2,112.17,0.612769,0.0540809,0.0882567,0.648916,1.01978,4.03175,-2.4876,1.667,0.021028,0
3,8,5.75,1.11,0.126,-0.2,127.25,0.611364,0.0670883,0.109735,0.648916,1.01978,4.03175,-2.4876,1.667,0.021028,0
3,9,5.75,1.11,0.126,-0.2,142.32,0.479604,0.0431662,0.0900038,0.648916,1.01978,4.03175,-2.4876,1.667,0.021028,0
3,10,5.75,1.11,0.126,-0.2,157.39,0.392686,0.0324228,0.0825667,0.648916,1.01978,4.03175,-2.4876,1.667,0.021028,0
3,11,5.75,1.11,0.126,-0.2,172.46,0.351539,0.0373391,0.106216,0.648916,1.01978,4.03175,-2.4876,1.667,0.021028,0
3,12,5.75,1.11,0.126,-0.2,187.54,0.32965,0.0355887,0.107959,0.648916,1.01978,4.03175,-2.4876,1.667,0.021028,0
3,13,5.75,1.11,0.126,-0.2,202.61,0.379602,0.0366546,0.0965606,0.648916,1.01978,4.03175,-2.4876,1.667,0.021028,0
3,14,5.75,1.11,0.126,-0.2,217.68,0.440243,0.0387221,0.0879562,0.648916,1.01978,4.03175,-2.4876,1.667,0.021028,0
3,15,5.75,1.11,0.126,-0.2,232.75,0.605897,0.0605832,0.0999893,0.648916,1.01978,4.03175,-2.4876,1.667,0.021028,0
3,16,5.75,1.11,0.126,-0.2,247.83,0.65204,0.0631154,0.0967968,0.648916,1.01978,4.03175,-2.4876,1.667,0.021028,0
3,17,5.75,1.11,0.126,-0.2,262.91,1.06845,0.0844462,0.0790365,0.648916,1.01978,4.03175,-2.4876,1.667,0.021028,0
3,18,5.75,1.11,0.126,-0.2,278,1.71585,0.145108,0.0845692,0.648916,1.01978,4.03175,-2.4876,1.667,0.021028,0
