,#Set,index,k,QQ,x_b,t,phi_x,F,sigmaF,F1,F2,ReH_true,ReE_true,ReHTilde_true,c0_true,Formalism
0,1,0,2.75,1.05443,0.536279,-0.45225600000000005,8,0.5007941722186701,0.06749245841214045,0.43995838510400753,0.5973714793002277,1.5978677793620002,-2.4665447487614998,4.9006635,0.103349,BKM10
1,1,1,2.75,1.05443,0.536279,-0.45225600000000005,16,0.36368518217980983,0.06170574981541337,0.43995838510400753,0.5973714793002277,1.5978677793620002,-2.4665447487614998,4.9006635,0.103349,BKM10
2,1,2,2.75,1.05443,0.536279,-0.45225600000000005,24,0.3113101206041704,0.05397166389142846,0.43995838510400753,0.5973714793002277,1.5978677793620002,-2.4665447487614998,4.9006635,0.103349,BKM10
3,1,3,2.75,1.05443,0.536279,-0.45225600000000005,32,0.2805166268626869,0.04595251062628395,0.43995838510400753,0.5973714793002277,1.5978677793620002,-2.4665447487614998,4.9006635,0.103349,BKM10
4,1,4,2.75,1.05443,0.536279,-0.45225600000000005,40,0.22830453563133857,0.038727173417385734,0.43995838510400753,0.5973714793002277,1.5978677793620002,-2.4665447487614998,4.9006635,0.103349,BKM10
5,1,5,2.75,1.05443,0.536279,-0.45225600000000005,48,0.17580505714363198,0.03275316987199175,0.43995838510400753,0.5973714793002277,1.5978677793620002,-2.4665447487614998,4.9006635,0.103349,BKM10
6,1,6,2.75,1.05443,0.536279,-0.45225600000000005,56,0.17934750905236135,0.028077211009868368,0.43995838510400753,0.5973714793002277,1.5978677793620002,-2.4665447487614998,4.9006635,0.103349,BKM10
7,1,7,2.75,1.05443,0.536279,-0.45225600000000005,64,0.12101830103611229,0.024548239039347868,0.43995838510400753,0.5973714793002277,1.5978677793620002,-2.4665447487614998,4.9006635,0.103349,BKM10
8,1,8,2.75,1.05443,0.536279,-0.45225600000000005,72,0.11228286608908858,0.0219532971039821,0.43995838510400753,0.5973714793002277,1.5978677793620002,-2.4665447487614998,4.9006635,0.103349,BKM10
9,1,9,2.75,1.05443,0.536279,-0.45225600000000005,80,0.1567424103245198,0.020084594983939445,0.43995838510400753,0.5973714793002277,1.5978677793620002,-2.4665447487614998,4.9006635,0.103349,BKM10
10,1,10,2.75,1.05443,0.536279,-0.45225600000000005,88,0.07229558659539094,0.018764979821841738,0.43995838510400753,0.5973714793002277,1.5978677793620002,-2.4665447487614998,4.9006635,0.103349,BKM10
11,1,11,2.75,1.05443,0.536279,-0.45225600000000005,96,0.11322582444507247,0.017852916942278165,0.43995838510400753,0.5973714793002277,1.5978677793620002,-2.4665447487614998,4.9006635,0.103349,BKM10
12,1,12,2.75,1.05443,0.536279,-0.45225600000000005,104,0.09380943589618727,0.01723908562837361,0.43995838510400753,0.5973714793002277,1.5978677793620002,-2.4665447487614998,4.9006635,0.103349,BKM10
13,1,13,2.75,1.05443,0.536279,-0.45225600000000005,112,0.08792706175663803,0.01684050286879932,0.43995838510400753,0.5973714793002277,1.5978677793620002,-2.4665447487614998,4.9006635,0.103349,BKM10
14,1,14,2.75,1.05443,0.536279,-0.45225600000000005,120,0.10790243974140896,0.016594692583689945,0.43995838510400753,0.5973714793002277,1.5978677793620002,-2.4665447487614998,4.9006635,0.103349,BKM10
15,1,15,2.75,1.05443,0.536279,-0.45225600000000005,128,0.13051282850648935,0.016454774533744883,0.43995838510400753,0.5973714793002277,1.5978677793620002,-2.4665447487614998,4.9006635,0.103349,BKM10
16,1,16,2.75,1.05443,0.536279,-0.45225600000000005,136,0.09520137570062881,0.016385631201141223,0.43995838510400753,0.5973714793002277,1.5978677793620002,-2.4665447487614998,4.9006635,0.103349,BKM10
17,1,17,2.75,1.05443,0.536279,-0.45225600000000005,144,0.08229316558051925,0.016361040526210614,0.43995838510400753,0.5973714793002277,1.5978677793620002,-2.4665447487614998,4.9006635,0.103349,BKM10
18,1,18,2.75,1.05443,0.536279,-0.45225600000000005,152,0.1127232284620626,0.01636158938953179,0.43995838510400753,0.5973714793002277,1.5978677793620002,-2.4665447487614998,4.9006635,0.103349,BKM10
19,1,19,2.75,1.05443,0.536279,-0.45225600000000005,160,0.10157646559360146,0.016373188784961582,0.43995838510400753,0.5973714793002277,1.5978677793620002,-2.4665447487614998,4.9006635,0.103349,BKM10
20,1,20,2.75,1.05443,0.536279,-0.45225600000000005,168,0.13015913449424224,0.016386043851353494,0.43995838510400753,0.5973714793002277,1.5978677793620002,-2.4665447487614998,4.9006635,0.103349,BKM10
21,1,21,2.75,1.05443,0.536279,-0.45225600000000005,176,0.11027951484316201,0.016393968590727195,0.43995838510400753,0.5973714793002277,1.5978677793620002,-2.4665447487614998,4.9006635,0.103349,BKM10
22,1,22,2.75,1.05443,0.536279,-0.45225600000000005,184,0.08633887892112498,0.016393968590727195,0.43995838510400753,0.5973714793002277,1.5978677793620002,-2.4665447487614998,4.9006635,0.103349,BKM10
